Step,AgentID,Steps to fire up
41,"(0, 0)",0
41,"(0, 1)",0
41,"(0, 3)",0
41,"(0, 6)",0
41,"(0, 7)",0
41,"(0, 8)",0
41,"(0, 9)",0
41,"(0, 10)",0
41,"(0, 11)",0
41,"(0, 12)",0
41,"(0, 14)",0
41,"(0, 20)",0
41,"(0, 21)",0
41,"(0, 25)",0
41,"(0, 27)",0
41,"(0, 29)",0
41,"(0, 31)",0
41,"(0, 32)",0
41,"(0, 33)",0
41,"(0, 34)",0
41,"(0, 35)",0
41,"(0, 36)",0
41,"(0, 39)",0
41,"(0, 40)",0
41,"(0, 41)",0
41,"(0, 46)",0
41,"(0, 47)",0
41,"(0, 48)",0
41,"(0, 49)",0
41,"(0, 50)",0
41,"(0, 52)",0
41,"(0, 54)",0
41,"(0, 56)",0
41,"(0, 57)",0
41,"(0, 58)",0
41,"(0, 60)",0
41,"(0, 61)",0
41,"(0, 62)",0
41,"(0, 63)",0
41,"(0, 66)",0
41,"(0, 67)",0
41,"(0, 68)",0
41,"(0, 69)",0
41,"(0, 70)",0
41,"(0, 71)",0
41,"(0, 72)",0
41,"(0, 73)",0
41,"(0, 83)",0
41,"(0, 84)",0
41,"(0, 86)",0
41,"(0, 87)",0
41,"(0, 89)",0
41,"(0, 91)",0
41,"(0, 92)",0
41,"(0, 94)",0
41,"(0, 96)",0
41,"(0, 97)",0
41,"(0, 98)",0
41,"(0, 99)",0
41,"(1, 3)",-1
41,"(1, 5)",-1
41,"(1, 7)",1
41,"(1, 8)",1
41,"(1, 13)",1
41,"(1, 16)",-1
41,"(1, 17)",6
41,"(1, 18)",6
41,"(1, 21)",1
41,"(1, 22)",1
41,"(1, 23)",2
41,"(1, 24)",2
41,"(1, 27)",1
41,"(1, 29)",2
41,"(1, 31)",1
41,"(1, 32)",1
41,"(1, 33)",1
41,"(1, 35)",1
41,"(1, 37)",1
41,"(1, 38)",1
41,"(1, 39)",1
41,"(1, 41)",1
41,"(1, 42)",1
41,"(1, 43)",1
41,"(1, 44)",1
41,"(1, 45)",1
41,"(1, 46)",1
41,"(1, 47)",1
41,"(1, 50)",1
41,"(1, 51)",1
41,"(1, 53)",1
41,"(1, 55)",1
41,"(1, 56)",1
41,"(1, 58)",1
41,"(1, 59)",1
41,"(1, 61)",-1
41,"(1, 62)",1
41,"(1, 64)",1
41,"(1, 65)",1
41,"(1, 67)",1
41,"(1, 70)",1
41,"(1, 72)",1
41,"(1, 76)",4
41,"(1, 78)",4
41,"(1, 79)",5
41,"(1, 80)",5
41,"(1, 86)",1
41,"(1, 89)",-1
41,"(1, 91)",1
41,"(1, 92)",1
41,"(1, 93)",1
41,"(1, 95)",1
41,"(1, 97)",1
41,"(1, 98)",1
41,"(1, 99)",1
41,"(2, 3)",-1
41,"(2, 5)",-1
41,"(2, 6)",-1
41,"(2, 8)",4
41,"(2, 9)",3
41,"(2, 12)",1
41,"(2, 13)",1
41,"(2, 14)",1
41,"(2, 16)",6
41,"(2, 18)",6
41,"(2, 23)",2
41,"(2, 24)",2
41,"(2, 25)",1
41,"(2, 26)",1
41,"(2, 28)",1
41,"(2, 29)",2
41,"(2, 30)",2
41,"(2, 31)",2
41,"(2, 32)",2
41,"(2, 33)",2
41,"(2, 35)",2
41,"(2, 36)",2
41,"(2, 37)",2
41,"(2, 38)",2
41,"(2, 40)",2
41,"(2, 43)",1
41,"(2, 44)",1
41,"(2, 45)",1
41,"(2, 49)",2
41,"(2, 50)",2
41,"(2, 53)",1
41,"(2, 54)",1
41,"(2, 55)",1
41,"(2, 58)",2
41,"(2, 59)",2
41,"(2, 66)",1
41,"(2, 68)",1
41,"(2, 69)",1
41,"(2, 71)",2
41,"(2, 72)",2
41,"(2, 73)",2
41,"(2, 76)",3
41,"(2, 77)",4
41,"(2, 78)",4
41,"(2, 79)",5
41,"(2, 80)",5
41,"(2, 81)",6
41,"(2, 82)",7
41,"(2, 84)",-1
41,"(2, 86)",-1
41,"(2, 89)",-1
41,"(2, 90)",-1
41,"(2, 91)",2
41,"(2, 92)",2
41,"(2, 93)",2
41,"(2, 94)",-1
41,"(2, 97)",1
41,"(2, 99)",2
41,"(3, 0)",-1
41,"(3, 1)",-1
41,"(3, 2)",-1
41,"(3, 4)",-1
41,"(3, 6)",5
41,"(3, 8)",4
41,"(3, 10)",2
41,"(3, 11)",1
41,"(3, 12)",1
41,"(3, 13)",1
41,"(3, 14)",1
41,"(3, 17)",5
41,"(3, 19)",6
41,"(3, 20)",6
41,"(3, 23)",3
41,"(3, 26)",1
41,"(3, 27)",1
41,"(3, 28)",2
41,"(3, 30)",2
41,"(3, 31)",2
41,"(3, 33)",2
41,"(3, 37)",2
41,"(3, 38)",2
41,"(3, 39)",3
41,"(3, 41)",3
41,"(3, 43)",2
41,"(3, 44)",1
41,"(3, 45)",1
41,"(3, 47)",4
41,"(3, 48)",3
41,"(3, 52)",3
41,"(3, 53)",2
41,"(3, 54)",2
41,"(3, 55)",2
41,"(3, 56)",4
41,"(3, 57)",3
41,"(3, 58)",3
41,"(3, 59)",2
41,"(3, 61)",3
41,"(3, 62)",3
41,"(3, 65)",3
41,"(3, 68)",1
41,"(3, 69)",1
41,"(3, 71)",2
41,"(3, 72)",2
41,"(3, 73)",2
41,"(3, 74)",2
41,"(3, 75)",3
41,"(3, 76)",3
41,"(3, 77)",4
41,"(3, 79)",5
41,"(3, 80)",5
41,"(3, 81)",6
41,"(3, 83)",-1
41,"(3, 88)",-1
41,"(3, 89)",-1
41,"(3, 90)",-1
41,"(3, 92)",3
41,"(3, 94)",4
41,"(3, 95)",6
41,"(3, 97)",2
41,"(3, 98)",2
41,"(4, 0)",-1
41,"(4, 4)",-1
41,"(4, 5)",6
41,"(4, 6)",5
41,"(4, 7)",5
41,"(4, 8)",5
41,"(4, 9)",3
41,"(4, 11)",2
41,"(4, 12)",2
41,"(4, 13)",2
41,"(4, 15)",3
41,"(4, 16)",4
41,"(4, 17)",5
41,"(4, 18)",6
41,"(4, 20)",5
41,"(4, 21)",4
41,"(4, 22)",3
41,"(4, 23)",3
41,"(4, 24)",3
41,"(4, 27)",2
41,"(4, 29)",3
41,"(4, 30)",2
41,"(4, 32)",2
41,"(4, 34)",2
41,"(4, 35)",3
41,"(4, 36)",4
41,"(4, 39)",3
41,"(4, 40)",3
41,"(4, 41)",3
41,"(4, 46)",2
41,"(4, 47)",3
41,"(4, 54)",2
41,"(4, 56)",4
41,"(4, 57)",4
41,"(4, 60)",3
41,"(4, 61)",3
41,"(4, 62)",3
41,"(4, 63)",3
41,"(4, 64)",3
41,"(4, 65)",3
41,"(4, 66)",3
41,"(4, 67)",2
41,"(4, 70)",3
41,"(4, 71)",3
41,"(4, 72)",2
41,"(4, 74)",2
41,"(4, 77)",4
41,"(4, 79)",6
41,"(4, 83)",10
41,"(4, 86)",-1
41,"(4, 87)",-1
41,"(4, 89)",-1
41,"(4, 93)",4
41,"(4, 94)",4
41,"(4, 95)",5
41,"(4, 96)",5
41,"(4, 98)",2
41,"(4, 99)",2
41,"(5, 0)",-1
41,"(5, 3)",-1
41,"(5, 4)",-1
41,"(5, 6)",5
41,"(5, 7)",5
41,"(5, 11)",2
41,"(5, 12)",2
41,"(5, 13)",2
41,"(5, 14)",2
41,"(5, 15)",3
41,"(5, 18)",6
41,"(5, 19)",6
41,"(5, 20)",5
41,"(5, 21)",4
41,"(5, 23)",4
41,"(5, 25)",3
41,"(5, 26)",2
41,"(5, 28)",2
41,"(5, 29)",3
41,"(5, 30)",2
41,"(5, 31)",2
41,"(5, 32)",2
41,"(5, 33)",2
41,"(5, 34)",3
41,"(5, 35)",3
41,"(5, 39)",4
41,"(5, 40)",4
41,"(5, 41)",4
41,"(5, 42)",4
41,"(5, 44)",-1
41,"(5, 46)",2
41,"(5, 47)",3
41,"(5, 50)",9
41,"(5, 52)",-1
41,"(5, 53)",-1
