Step,AgentID,Steps to fire up
53,"(2, 36)",6
53,"(2, 38)",1
53,"(2, 39)",1
53,"(2, 41)",1
53,"(2, 43)",1
53,"(2, 44)",1
53,"(2, 45)",1
53,"(2, 46)",1
53,"(2, 47)",3
53,"(2, 48)",4
53,"(2, 49)",2
53,"(2, 50)",1
53,"(2, 51)",1
53,"(2, 52)",2
53,"(2, 53)",2
53,"(2, 54)",2
53,"(2, 55)",2
53,"(2, 56)",1
53,"(2, 57)",1
53,"(2, 58)",1
53,"(2, 61)",2
53,"(2, 62)",2
53,"(2, 63)",1
53,"(2, 64)",1
53,"(2, 65)",1
53,"(2, 66)",1
53,"(2, 67)",1
53,"(2, 68)",1
53,"(2, 69)",1
53,"(2, 70)",1
53,"(2, 71)",1
53,"(2, 72)",1
53,"(2, 73)",1
53,"(2, 74)",1
53,"(2, 75)",1
53,"(2, 76)",1
53,"(2, 77)",-1
53,"(2, 78)",1
53,"(2, 79)",1
53,"(2, 80)",1
53,"(2, 82)",1
53,"(2, 83)",3
53,"(2, 84)",2
53,"(2, 85)",1
53,"(2, 86)",1
53,"(2, 87)",1
53,"(2, 88)",2
53,"(2, 89)",3
53,"(2, 90)",4
53,"(2, 91)",2
53,"(2, 92)",2
53,"(2, 95)",1
53,"(2, 96)",1
53,"(2, 97)",1
53,"(2, 98)",1
53,"(2, 99)",2
53,"(3, 1)",2
53,"(3, 2)",2
53,"(3, 5)",4
53,"(3, 6)",4
53,"(3, 7)",4
53,"(3, 8)",4
53,"(3, 9)",2
53,"(3, 12)",2
53,"(3, 13)",-1
53,"(3, 15)",4
53,"(3, 17)",2
53,"(3, 18)",2
53,"(3, 19)",2
53,"(3, 21)",2
53,"(3, 22)",3
53,"(3, 23)",3
53,"(3, 24)",3
53,"(3, 25)",2
53,"(3, 26)",2
53,"(3, 28)",3
53,"(3, 30)",2
53,"(3, 31)",2
53,"(3, 32)",7
53,"(3, 33)",5
53,"(3, 34)",4
53,"(3, 36)",4
53,"(3, 38)",1
53,"(3, 40)",1
53,"(3, 42)",3
53,"(3, 43)",2
53,"(3, 44)",1
53,"(3, 45)",2
53,"(3, 46)",2
53,"(3, 47)",3
53,"(3, 48)",3
53,"(3, 49)",4
53,"(3, 50)",2
53,"(3, 51)",2
53,"(3, 53)",4
53,"(3, 55)",2
53,"(3, 56)",1
53,"(3, 58)",1
53,"(3, 61)",2
53,"(3, 62)",2
53,"(3, 63)",1
53,"(3, 64)",1
53,"(3, 66)",1
53,"(3, 68)",1
53,"(3, 69)",1
53,"(3, 70)",1
53,"(3, 72)",1
53,"(3, 73)",2
53,"(3, 74)",1
53,"(3, 76)",1
53,"(3, 80)",1
53,"(3, 83)",2
53,"(3, 84)",2
53,"(3, 85)",2
53,"(3, 86)",2
53,"(3, 87)",2
53,"(3, 89)",2
53,"(3, 90)",4
53,"(3, 93)",5
53,"(3, 94)",2
53,"(3, 95)",1
53,"(3, 96)",1
53,"(3, 97)",1
53,"(3, 98)",1
53,"(3, 99)",-1
53,"(4, 0)",3
53,"(4, 1)",3
53,"(4, 2)",3
53,"(4, 3)",3
53,"(4, 4)",4
53,"(4, 5)",4
53,"(4, 6)",4
53,"(4, 7)",4
53,"(4, 8)",4
53,"(4, 9)",3
53,"(4, 10)",3
53,"(4, 11)",3
53,"(4, 13)",5
53,"(4, 15)",4
53,"(4, 16)",3
53,"(4, 17)",3
53,"(4, 18)",5
53,"(4, 20)",5
53,"(4, 24)",3
53,"(4, 25)",2
53,"(4, 26)",3
53,"(4, 28)",3
53,"(4, 29)",2
53,"(4, 30)",2
53,"(4, 33)",4
53,"(4, 34)",4
53,"(4, 35)",4
53,"(4, 36)",3
53,"(4, 38)",2
53,"(4, 40)",1
53,"(4, 42)",2
53,"(4, 43)",2
53,"(4, 44)",2
53,"(4, 46)",2
53,"(4, 47)",3
53,"(4, 48)",3
53,"(4, 49)",3
53,"(4, 50)",3
53,"(4, 52)",2
53,"(4, 53)",3
53,"(4, 54)",4
53,"(4, 55)",4
53,"(4, 56)",4
53,"(4, 57)",2
53,"(4, 58)",2
53,"(4, 59)",1
53,"(4, 60)",-1
53,"(4, 61)",2
53,"(4, 63)",2
53,"(4, 64)",2
53,"(4, 65)",2
53,"(4, 66)",2
53,"(4, 67)",2
53,"(4, 68)",2
53,"(4, 69)",2
53,"(4, 70)",2
53,"(4, 71)",2
53,"(4, 73)",1
53,"(4, 74)",2
53,"(4, 75)",2
53,"(4, 77)",2
53,"(4, 78)",3
53,"(4, 80)",4
53,"(4, 82)",4
53,"(4, 83)",3
53,"(4, 84)",3
53,"(4, 85)",2
53,"(4, 86)",2
53,"(4, 88)",4
53,"(4, 89)",3
53,"(4, 90)",3
53,"(4, 91)",5
53,"(4, 92)",5
53,"(4, 93)",5
53,"(4, 94)",2
53,"(4, 97)",2
53,"(4, 98)",2
53,"(4, 99)",3
53,"(5, 0)",4
53,"(5, 1)",4
53,"(5, 2)",3
53,"(5, 3)",4
53,"(5, 4)",4
53,"(5, 5)",4
53,"(5, 7)",4
53,"(5, 8)",4
53,"(5, 9)",4
53,"(5, 10)",4
53,"(5, 12)",5
53,"(5, 13)",5
53,"(5, 14)",4
53,"(5, 15)",4
53,"(5, 16)",4
53,"(5, 17)",4
53,"(5, 18)",5
53,"(5, 20)",5
53,"(5, 21)",5
53,"(5, 22)",5
53,"(5, 23)",3
53,"(5, 24)",3
53,"(5, 25)",3
53,"(5, 26)",3
53,"(5, 27)",-1
53,"(5, 28)",3
53,"(5, 29)",3
53,"(5, 30)",3
53,"(5, 31)",3
53,"(5, 32)",3
53,"(5, 33)",4
53,"(5, 34)",4
53,"(5, 35)",4
53,"(5, 36)",3
53,"(5, 37)",3
53,"(5, 38)",2
53,"(5, 39)",1
53,"(5, 40)",1
53,"(5, 42)",3
53,"(5, 43)",3
53,"(5, 44)",2
53,"(5, 45)",3
53,"(5, 46)",3
53,"(5, 47)",3
53,"(5, 48)",3
53,"(5, 49)",3
53,"(5, 51)",3
53,"(5, 52)",3
53,"(5, 54)",4
53,"(5, 55)",4
53,"(5, 56)",3
53,"(5, 57)",3
53,"(5, 59)",2
53,"(5, 60)",2
53,"(5, 63)",3
53,"(5, 65)",3
53,"(5, 66)",2
53,"(5, 67)",2
53,"(5, 68)",2
53,"(5, 70)",2
53,"(5, 71)",2
53,"(5, 72)",2
53,"(5, 75)",2
53,"(5, 76)",2
53,"(5, 77)",3
53,"(5, 78)",3
53,"(5, 79)",3
53,"(5, 80)",3
53,"(5, 81)",4
53,"(5, 82)",4
53,"(5, 84)",3
53,"(5, 85)",3
53,"(5, 86)",3
53,"(5, 87)",2
53,"(5, 88)",3
53,"(5, 89)",4
53,"(5, 90)",4
53,"(5, 91)",5
53,"(5, 92)",5
53,"(5, 93)",5
53,"(5, 94)",5
53,"(5, 96)",-1
53,"(5, 97)",3
53,"(5, 98)",3
53,"(5, 99)",3
53,"(6, 1)",4
53,"(6, 2)",4
53,"(6, 3)",4
53,"(6, 4)",4
53,"(6, 5)",4
53,"(6, 6)",4
53,"(6, 7)",4
53,"(6, 8)",4
53,"(6, 9)",4
53,"(6, 10)",4
53,"(6, 11)",5
53,"(6, 13)",5
53,"(6, 15)",6
53,"(6, 16)",5
53,"(6, 17)",5
53,"(6, 18)",5
53,"(6, 19)",5
53,"(6, 20)",5
53,"(6, 21)",5
53,"(6, 22)",4
53,"(6, 24)",3
53,"(6, 25)",3
53,"(6, 27)",3
53,"(6, 28)",3
53,"(6, 29)",3
53,"(6, 30)",3
53,"(6, 31)",3
53,"(6, 33)",4
53,"(6, 34)",4
53,"(6, 35)",4
53,"(6, 37)",3
53,"(6, 38)",2
53,"(6, 39)",3
53,"(6, 40)",2
53,"(6, 42)",3
53,"(6, 43)",3
53,"(6, 44)",3
53,"(6, 46)",3
53,"(6, 48)",3
53,"(6, 50)",4
53,"(6, 53)",3
53,"(6, 54)",4
53,"(6, 56)",4
53,"(6, 57)",3
53,"(6, 58)",2
53,"(6, 59)",2
53,"(6, 61)",3
53,"(6, 62)",5
53,"(6, 65)",4
53,"(6, 66)",3
53,"(6, 68)",3
53,"(6, 69)",2
53,"(6, 70)",3
53,"(6, 71)",2
53,"(6, 72)",2
53,"(6, 74)",2
53,"(6, 75)",2
53,"(6, 76)",2
53,"(6, 78)",3
53,"(6, 79)",3
53,"(6, 80)",3
53,"(6, 81)",-1
53,"(6, 82)",4
53,"(6, 83)",4
53,"(6, 84)",4
53,"(6, 87)",3
53,"(6, 88)",3
53,"(6, 92)",5
53,"(6, 93)",5
53,"(6, 94)",5
53,"(6, 95)",6
53,"(6, 99)",3
53,"(7, 0)",-1
53,"(7, 2)",4
53,"(7, 3)",4
53,"(7, 4)",4
53,"(7, 5)",4
53,"(7, 6)",4
53,"(7, 7)",4
53,"(7, 8)",4
53,"(7, 12)",6
53,"(7, 13)",6
53,"(7, 14)",6
53,"(7, 15)",5
53,"(7, 16)",5
53,"(7, 19)",5
53,"(7, 20)",5
53,"(7, 21)",6
53,"(7, 23)",4
53,"(7, 24)",4
53,"(7, 25)",4
53,"(7, 26)",4
53,"(7, 27)",5
53,"(7, 28)",3
53,"(7, 30)",3
53,"(7, 34)",4
53,"(7, 35)",4
53,"(7, 36)",4
53,"(7, 37)",3
53,"(7, 39)",3
53,"(7, 40)",4
53,"(7, 43)",3
53,"(7, 44)",3
53,"(7, 47)",4
53,"(7, 48)",3
53,"(7, 50)",7
53,"(7, 51)",4
53,"(7, 52)",4
53,"(7, 53)",4
53,"(7, 54)",4
53,"(7, 55)",4
53,"(7, 56)",3
53,"(7, 58)",2
53,"(7, 59)",2
53,"(7, 60)",2
53,"(7, 62)",5
53,"(7, 63)",4
53,"(7, 64)",3
53,"(7, 65)",3
53,"(7, 66)",3
53,"(7, 68)",4
53,"(7, 69)",4
53,"(7, 70)",3
53,"(7, 71)",3
53,"(7, 72)",6
53,"(7, 73)",5
53,"(7, 77)",3
53,"(7, 78)",3
53,"(7, 79)",4
53,"(7, 80)",4
53,"(7, 81)",4
53,"(7, 82)",-1
53,"(7, 83)",4
53,"(7, 84)",5
53,"(7, 85)",5
53,"(7, 86)",5
53,"(7, 87)",3
53,"(7, 89)",5
53,"(7, 90)",5
53,"(7, 92)",5
53,"(7, 93)",6
53,"(7, 94)",6
53,"(7, 95)",6
53,"(7, 96)",7
53,"(7, 98)",3
53,"(7, 99)",4
53,"(8, 0)",-1
53,"(8, 1)",7
53,"(8, 2)",5
53,"(8, 3)",5
53,"(8, 5)",5
53,"(8, 6)",5
53,"(8, 7)",5
53,"(8, 9)",5
53,"(8, 10)",6
53,"(8, 11)",6
53,"(8, 13)",6
53,"(8, 14)",6
53,"(8, 15)",6
53,"(8, 16)",5
53,"(8, 17)",6
53,"(8, 19)",6
53,"(8, 20)",6
53,"(8, 21)",6
53,"(8, 23)",5
53,"(8, 24)",4
53,"(8, 25)",5
53,"(8, 26)",-1
53,"(8, 29)",3
53,"(8, 30)",3
53,"(8, 31)",3
53,"(8, 32)",4
53,"(8, 33)",4
53,"(8, 34)",5
53,"(8, 35)",4
53,"(8, 36)",5
53,"(8, 38)",4
53,"(8, 39)",4
53,"(8, 40)",4
53,"(8, 41)",4
53,"(8, 42)",4
53,"(8, 43)",4
53,"(8, 44)",4
53,"(8, 45)",4
53,"(8, 46)",4
53,"(8, 47)",3
53,"(8, 48)",4
53,"(8, 49)",4
53,"(8, 50)",4
53,"(8, 51)",6
53,"(8, 54)",4
53,"(8, 55)",4
53,"(8, 56)",4
53,"(8, 58)",2
53,"(8, 59)",2
53,"(8, 60)",2
53,"(8, 62)",4
53,"(8, 63)",4
53,"(8, 64)",3
53,"(8, 65)",4
53,"(8, 66)",3
53,"(8, 68)",4
53,"(8, 69)",4
53,"(8, 70)",3
53,"(8, 72)",6
53,"(8, 73)",6
53,"(8, 74)",5
53,"(8, 75)",4
53,"(8, 76)",4
53,"(8, 78)",4
53,"(8, 79)",4
53,"(8, 81)",5
53,"(8, 82)",5
53,"(8, 84)",6
53,"(8, 85)",5
53,"(8, 86)",4
53,"(8, 87)",3
53,"(8, 89)",5
53,"(8, 90)",5
53,"(8, 92)",6
53,"(8, 93)",6
53,"(8, 94)",7
53,"(8, 95)",7
53,"(8, 97)",4
53,"(8, 98)",4
53,"(8, 99)",4
53,"(9, 0)",7
53,"(9, 2)",6
53,"(9, 4)",5
53,"(9, 5)",5
53,"(9, 7)",8
53,"(9, 8)",6
53,"(9, 9)",6
53,"(9, 10)",6
53,"(9, 11)",7
53,"(9, 12)",6
53,"(9, 14)",7
53,"(9, 15)",6
53,"(9, 16)",6
53,"(9, 17)",6
53,"(9, 18)",6
53,"(9, 19)",6
53,"(9, 20)",6
53,"(9, 21)",6
53,"(9, 22)",6
53,"(9, 23)",5
53,"(9, 24)",5
53,"(9, 25)",-1
53,"(9, 27)",-1
53,"(9, 29)",4
53,"(9, 31)",4
53,"(9, 32)",4
53,"(9, 33)",5
53,"(9, 36)",5
53,"(9, 37)",5
53,"(9, 38)",5
53,"(9, 39)",5
53,"(9, 41)",4
53,"(9, 42)",4
53,"(9, 43)",4
53,"(9, 46)",5
53,"(9, 47)",4
53,"(9, 49)",4
53,"(9, 50)",5
53,"(9, 51)",6
53,"(9, 52)",6
53,"(9, 53)",6
53,"(9, 54)",5
53,"(9, 55)",5
53,"(9, 56)",5
53,"(9, 57)",4
53,"(9, 58)",3
53,"(9, 59)",2
53,"(9, 60)",2
53,"(9, 62)",4
53,"(9, 63)",4
53,"(9, 64)",4
53,"(9, 65)",4
53,"(9, 66)",4
53,"(9, 67)",4
53,"(9, 69)",4
53,"(9, 70)",4
53,"(9, 71)",4
53,"(9, 72)",5
53,"(9, 73)",6
53,"(9, 74)",5
53,"(9, 75)",5
53,"(9, 76)",5
53,"(9, 77)",4
53,"(9, 78)",4
53,"(9, 80)",4
53,"(9, 81)",4
53,"(9, 84)",6
53,"(9, 85)",5
53,"(9, 87)",5
53,"(9, 88)",4
53,"(9, 89)",5
53,"(9, 90)",5
53,"(9, 91)",5
53,"(9, 92)",6
53,"(9, 93)",6
53,"(9, 96)",5
53,"(9, 98)",5
53,"(9, 99)",5
53,"(10, 1)",6
53,"(10, 2)",6
53,"(10, 3)",6
53,"(10, 4)",6
53,"(10, 6)",9
53,"(10, 7)",9
53,"(10, 8)",7
53,"(10, 9)",6
53,"(10, 10)",7
53,"(10, 11)",7
53,"(10, 12)",8
53,"(10, 14)",7
53,"(10, 15)",6
53,"(10, 16)",6
53,"(10, 19)",7
53,"(10, 22)",6
53,"(10, 24)",6
53,"(10, 25)",6
53,"(10, 28)",5
53,"(10, 29)",5
53,"(10, 30)",4
53,"(10, 31)",4
53,"(10, 32)",6
53,"(10, 33)",4
53,"(10, 36)",5
53,"(10, 37)",6
53,"(10, 38)",5
53,"(10, 39)",6
53,"(10, 40)",6
53,"(10, 41)",5
53,"(10, 43)",8
53,"(10, 44)",5
53,"(10, 45)",8
53,"(10, 47)",4
53,"(10, 48)",4
53,"(10, 49)",5
53,"(10, 50)",5
53,"(10, 51)",6
53,"(10, 53)",6
53,"(10, 54)",5
53,"(10, 55)",5
53,"(10, 56)",5
53,"(10, 57)",4
53,"(10, 58)",4
53,"(10, 59)",4
53,"(10, 60)",3
53,"(10, 61)",3
53,"(10, 62)",4
53,"(10, 63)",5
53,"(10, 64)",4
53,"(10, 65)",5
53,"(10, 66)",4
53,"(10, 67)",5
53,"(10, 68)",5
53,"(10, 71)",4
53,"(10, 72)",4
53,"(10, 76)",5
53,"(10, 78)",4
53,"(10, 79)",4
53,"(10, 80)",5
53,"(10, 81)",5
53,"(10, 82)",5
53,"(10, 84)",6
53,"(10, 85)",5
53,"(10, 86)",5
53,"(10, 87)",5
53,"(10, 88)",5
53,"(10, 89)",5
53,"(10, 90)",5
53,"(10, 91)",-1
53,"(10, 93)",6
53,"(10, 94)",6
53,"(10, 95)",6
53,"(10, 96)",6
53,"(10, 97)",5
53,"(10, 98)",6
53,"(10, 99)",6
53,"(11, 0)",7
53,"(11, 1)",7
53,"(11, 2)",6
53,"(11, 3)",6
53,"(11, 4)",7
53,"(11, 6)",9
53,"(11, 7)",8
53,"(11, 8)",9
53,"(11, 9)",8
53,"(11, 10)",7
53,"(11, 11)",7
53,"(11, 12)",8
53,"(11, 13)",8
53,"(11, 14)",8
53,"(11, 16)",6
53,"(11, 17)",8
53,"(11, 19)",7
53,"(11, 20)",7
53,"(11, 21)",7
53,"(11, 22)",7
53,"(11, 23)",6
53,"(11, 24)",6
53,"(11, 25)",7
53,"(11, 26)",7
53,"(11, 27)",7
53,"(11, 29)",7
53,"(11, 30)",5
53,"(11, 33)",5
53,"(11, 34)",5
53,"(11, 35)",6
53,"(11, 36)",6
53,"(11, 37)",6
53,"(11, 40)",7
53,"(11, 41)",6
53,"(11, 42)",7
53,"(11, 43)",8
53,"(11, 44)",8
53,"(11, 45)",8
53,"(11, 46)",5
53,"(11, 47)",5
53,"(11, 48)",5
53,"(11, 50)",5
53,"(11, 52)",6
53,"(11, 53)",6
53,"(11, 54)",5
53,"(11, 56)",5
53,"(11, 58)",4
53,"(11, 59)",3
53,"(11, 60)",4
53,"(11, 61)",3
53,"(11, 62)",6
53,"(11, 63)",5
53,"(11, 65)",5
53,"(11, 66)",5
53,"(11, 68)",5
53,"(11, 69)",5
53,"(11, 70)",5
53,"(11, 72)",4
53,"(11, 73)",5
53,"(11, 74)",7
53,"(11, 75)",6
53,"(11, 76)",6
53,"(11, 77)",6
53,"(11, 78)",5
53,"(11, 79)",5
53,"(11, 80)",5
53,"(11, 81)",5
53,"(11, 82)",5
53,"(11, 84)",6
53,"(11, 86)",5
53,"(11, 87)",5
53,"(11, 88)",5
53,"(11, 89)",5
53,"(11, 90)",5
53,"(11, 91)",6
53,"(11, 93)",6
53,"(11, 94)",6
53,"(11, 95)",6
53,"(11, 96)",6
53,"(11, 97)",6
53,"(11, 98)",6
53,"(11, 99)",6
53,"(12, 0)",7
53,"(12, 2)",7
53,"(12, 3)",7
53,"(12, 4)",7
53,"(12, 6)",9
53,"(12, 8)",8
53,"(12, 9)",7
53,"(12, 12)",8
53,"(12, 13)",8
53,"(12, 14)",8
53,"(12, 16)",8
53,"(12, 17)",7
53,"(12, 18)",8
53,"(12, 19)",7
53,"(12, 20)",7
53,"(12, 21)",7
53,"(12, 22)",6
53,"(12, 23)",6
53,"(12, 24)",6
53,"(12, 25)",7
53,"(12, 26)",8
53,"(12, 27)",7
53,"(12, 28)",7
53,"(12, 29)",6
53,"(12, 30)",5
53,"(12, 32)",7
53,"(12, 33)",6
53,"(12, 34)",6
53,"(12, 35)",6
53,"(12, 36)",6
53,"(12, 37)",7
53,"(12, 38)",7
53,"(12, 40)",8
53,"(12, 41)",6
53,"(12, 42)",6
53,"(12, 43)",8
53,"(12, 45)",8
53,"(12, 46)",5
53,"(12, 47)",5
53,"(12, 48)",5
53,"(12, 49)",5
53,"(12, 50)",5
53,"(12, 51)",5
53,"(12, 52)",6
53,"(12, 53)",6
53,"(12, 54)",6
53,"(12, 56)",9
53,"(12, 59)",4
53,"(12, 60)",4
53,"(12, 61)",4
53,"(12, 63)",5
53,"(12, 64)",5
53,"(12, 65)",5
53,"(12, 66)",7
53,"(12, 67)",6
53,"(12, 68)",5
53,"(12, 69)",5
53,"(12, 70)",5
53,"(12, 71)",5
53,"(12, 72)",5
53,"(12, 73)",6
53,"(12, 74)",6
53,"(12, 75)",6
53,"(12, 77)",5
53,"(12, 78)",5
53,"(12, 79)",5
53,"(12, 80)",5
53,"(12, 81)",5
53,"(12, 83)",6
53,"(12, 84)",6
53,"(12, 85)",5
53,"(12, 86)",5
53,"(12, 87)",5
53,"(12, 88)",5
53,"(12, 90)",6
53,"(12, 91)",6
53,"(12, 92)",6
53,"(12, 93)",6
53,"(12, 94)",6
53,"(12, 95)",6
53,"(12, 96)",6
53,"(12, 97)",6
53,"(12, 98)",6
53,"(12, 99)",6
53,"(13, 0)",8
53,"(13, 1)",8
53,"(13, 2)",7
53,"(13, 3)",7
53,"(13, 5)",8
53,"(13, 6)",8
53,"(13, 7)",9
53,"(13, 8)",10
53,"(13, 9)",8
53,"(13, 11)",10
53,"(13, 12)",9
53,"(13, 13)",9
53,"(13, 14)",8
53,"(13, 15)",8
53,"(13, 17)",8
53,"(13, 19)",8
53,"(13, 20)",8
53,"(13, 21)",7
53,"(13, 22)",7
53,"(13, 23)",7
53,"(13, 24)",7
53,"(13, 25)",8
53,"(13, 26)",7
53,"(13, 27)",7
53,"(13, 28)",6
53,"(13, 29)",6
53,"(13, 31)",6
53,"(13, 32)",6
53,"(13, 33)",7
53,"(13, 34)",6
53,"(13, 35)",6
53,"(13, 36)",6
53,"(13, 37)",7
53,"(13, 38)",8
53,"(13, 39)",8
53,"(13, 40)",8
53,"(13, 41)",8
53,"(13, 42)",7
53,"(13, 43)",7
53,"(13, 44)",7
53,"(13, 45)",6
53,"(13, 47)",6
53,"(13, 48)",5
53,"(13, 49)",5
53,"(13, 50)",5
53,"(13, 51)",5
53,"(13, 52)",6
53,"(13, 53)",6
53,"(13, 54)",7
53,"(13, 55)",8
53,"(13, 56)",8
53,"(13, 57)",8
53,"(13, 59)",4
53,"(13, 60)",5
53,"(13, 62)",6
53,"(13, 63)",6
53,"(13, 64)",5
53,"(13, 66)",5
53,"(13, 67)",6
53,"(13, 68)",6
53,"(13, 71)",5
53,"(13, 72)",6
53,"(13, 74)",6
53,"(13, 75)",7
53,"(13, 77)",6
53,"(13, 78)",6
53,"(13, 79)",6
53,"(13, 80)",6
53,"(13, 82)",7
53,"(13, 83)",8
53,"(13, 84)",7
53,"(13, 85)",5
53,"(13, 87)",6
53,"(13, 88)",7
53,"(13, 90)",7
53,"(13, 92)",6
53,"(13, 93)",6
53,"(13, 94)",6
53,"(13, 95)",6
53,"(13, 96)",6
53,"(13, 97)",6
53,"(13, 98)",7
53,"(13, 99)",6
53,"(14, 2)",7
53,"(14, 4)",8
53,"(14, 5)",8
53,"(14, 7)",10
53,"(14, 8)",10
53,"(14, 9)",8
53,"(14, 10)",9
53,"(14, 11)",10
53,"(14, 12)",9
53,"(14, 13)",10
53,"(14, 15)",8
53,"(14, 16)",9
53,"(14, 17)",9
53,"(14, 18)",9
53,"(14, 19)",8
53,"(14, 20)",8
53,"(14, 21)",7
53,"(14, 23)",7
53,"(14, 24)",7
53,"(14, 26)",7
53,"(14, 27)",7
53,"(14, 29)",6
53,"(14, 30)",7
53,"(14, 31)",7
53,"(14, 32)",7
53,"(14, 33)",7
53,"(14, 34)",7
53,"(14, 35)",7
53,"(14, 36)",7
53,"(14, 37)",8
53,"(14, 38)",8
53,"(14, 39)",8
53,"(14, 40)",8
53,"(14, 41)",7
53,"(14, 42)",7
53,"(14, 43)",7
53,"(14, 44)",6
53,"(14, 45)",6
53,"(14, 46)",6
53,"(14, 47)",6
53,"(14, 48)",6
53,"(14, 49)",6
53,"(14, 51)",6
53,"(14, 52)",6
53,"(14, 54)",9
53,"(14, 55)",8
53,"(14, 56)",7
53,"(14, 57)",7
53,"(14, 59)",6
53,"(14, 60)",7
53,"(14, 61)",6
53,"(14, 62)",6
53,"(14, 63)",6
53,"(14, 64)",6
53,"(14, 65)",6
53,"(14, 67)",7
53,"(14, 68)",7
53,"(14, 69)",7
53,"(14, 70)",8
53,"(14, 71)",8
