"label","group","freq","centrality","impact","color"
"algorithm - conf 86.7% design - conf 73.3% optimization - conf 63.6%","1","136","0.392969780288565","3.35340062923025","#E41A1C80"
"optimization - conf 36.4% design - conf 26.7% genetic algorithm - conf 62.5%","2","61","0.417251606157915","3.56594938480991","#377EB880"
