,Savings,Wallets,Money,Loans,Mean Money,Standart Deviation Money
0,1813,14,1827,1249,18.13,(23.92599214243791+0j)
1,1813,14,1827,1249,18.13,(23.92599214243791+0j)
2,1813,14,1827,1249,18.13,(23.92599214243791+0j)
3,1813,14,1827,1249,18.13,(23.92599214243791+0j)
4,1813,14,1827,1249,18.13,(23.92599214243791+0j)
5,1813,14,1827,1249,18.13,(23.92599214243791+0j)
6,1813,14,1827,1249,18.13,(23.92599214243791+0j)
7,1813,14,1827,1249,18.13,(23.92599214243791+0j)
8,1813,14,1827,1249,18.13,(23.92599214243791+0j)
9,1813,14,1827,1249,18.13,(23.92599214243791+0j)
10,1813,14,1827,1249,18.13,(23.92599214243791+0j)
11,1813,14,1827,1249,18.13,(23.92599214243791+0j)
12,1813,14,1827,1249,18.13,(23.92599214243791+0j)
13,1813,14,1827,1249,18.13,(23.92599214243791+0j)
14,1813,14,1827,1249,18.13,(23.92599214243791+0j)
15,1813,14,1827,1249,18.13,(23.92599214243791+0j)
16,1813,14,1827,1249,18.13,(23.92599214243791+0j)
17,1813,14,1827,1249,18.13,(23.92599214243791+0j)
18,1813,14,1827,1249,18.13,(23.92599214243791+0j)
19,1813,14,1827,1249,18.13,(23.92599214243791+0j)
20,1813,14,1827,1249,18.13,(23.92599214243791+0j)
21,1813,14,1827,1249,18.13,(23.92599214243791+0j)
22,1813,14,1827,1249,18.13,(23.92599214243791+0j)
23,1813,14,1827,1249,18.13,(23.92599214243791+0j)
24,1813,14,1827,1249,18.13,(23.92599214243791+0j)
25,1813,14,1827,1249,18.13,(23.92599214243791+0j)
26,1813,14,1827,1249,18.13,(23.92599214243791+0j)
27,1813,14,1827,1249,18.13,(23.92599214243791+0j)
28,1813,14,1827,1249,18.13,(23.92599214243791+0j)
29,1813,14,1827,1249,18.13,(23.92599214243791+0j)
30,1813,14,1827,1249,18.13,(23.92599214243791+0j)
31,1813,14,1827,1249,18.13,(23.92599214243791+0j)
32,1813,14,1827,1249,18.13,(23.92599214243791+0j)
33,1813,14,1827,1249,18.13,(23.92599214243791+0j)
34,1813,14,1827,1249,18.13,(23.92599214243791+0j)
35,1813,14,1827,1249,18.13,(23.92599214243791+0j)
36,1813,14,1827,1249,18.13,(23.92599214243791+0j)
37,1813,14,1827,1249,18.13,(23.92599214243791+0j)
38,1813,14,1827,1249,18.13,(23.92599214243791+0j)
39,1813,14,1827,1249,18.13,(23.92599214243791+0j)
40,1813,14,1827,1249,18.13,(23.92599214243791+0j)
41,1813,14,1827,1249,18.13,(23.92599214243791+0j)
42,1813,14,1827,1249,18.13,(23.92599214243791+0j)
43,1813,14,1827,1249,18.13,(23.92599214243791+0j)
44,1813,14,1827,1249,18.13,(23.92599214243791+0j)
45,1813,14,1827,1249,18.13,(23.92599214243791+0j)
46,1813,14,1827,1249,18.13,(23.92599214243791+0j)
47,1813,14,1827,1249,18.13,(23.92599214243791+0j)
48,1813,14,1827,1249,18.13,(23.92599214243791+0j)
49,1813,14,1827,1249,18.13,(23.92599214243791+0j)
50,1813,14,1827,1249,18.13,(23.92599214243791+0j)
51,1813,14,1827,1249,18.13,(23.92599214243791+0j)
52,1813,14,1827,1249,18.13,(23.92599214243791+0j)
53,1813,14,1827,1249,18.13,(23.92599214243791+0j)
54,1813,14,1827,1249,18.13,(23.92599214243791+0j)
55,1813,14,1827,1249,18.13,(23.92599214243791+0j)
56,1813,14,1827,1249,18.13,(23.92599214243791+0j)
57,1813,14,1827,1249,18.13,(23.92599214243791+0j)
58,1813,14,1827,1249,18.13,(23.92599214243791+0j)
59,1813,14,1827,1249,18.13,(23.92599214243791+0j)
60,1813,14,1827,1249,18.13,(23.92599214243791+0j)
61,1813,14,1827,1249,18.13,(23.92599214243791+0j)
62,1813,14,1827,1249,18.13,(23.92599214243791+0j)
